Estado,por_des_15,po_per_pob,por_sin_seg,por_car_salud,por_car_alim,por_po_patr,gini,por_car_haci
Oaxaca,2.880660057,59.00636226,16.46706963,16.56625938,22.17569923,61.93289948,0.356740087,14.15662956
Puebla,19.96063042,80.72876032,56.30363846,67.42025757,35.50049973,77.10179901,0.289978296,16.20471001
Veracruz de Ignacio de la Llave,20.55649948,76.4524804,22.0650692,15.54813957,31.03179932,66.66030121,0.468567193,8.20664978
Oaxaca,26.07442093,85.91471108,55.90428162,59.85438919,45.52389908,83.69200134,0.309424788,27.02337074
Puebla,11.97239971,75.92085474,57.08430862,56.7486496,33.76689911,74.18609619,0.350419104,13.3173399
Veracruz de Ignacio de la Llave,18.52046967,81.923362,56.28538132,60.78622818,35.12519836,71.29769897,0.4084903,14.64404011
Oaxaca,24.32613945,92.3304017,52.83808899,35.88710022,53.36830139,87.71839905,0.31166181,26.77082062
Puebla,9.473679543,76.77565823,93.23394012,93.47567749,35.97280121,75.72270203,0.318338811,27.87663078
Veracruz de Ignacio de la Llave,4.029079914,35.5692778,30.55180931,27.59248924,12.45040035,43.71920013,0.427239507,16.19105911
Oaxaca,8.017820358,60.0907788,59.91968155,59.6375618,22.16279984,56.03490067,0.449494511,8.079139709
Puebla,4.47563982,58.17693946,57.25027084,54.90776825,19.42709923,55.60380173,0.405319214,12.66802979
Veracruz de Ignacio de la Llave,14.20316982,80.15223721,45.7400589,34.80836105,37.07460022,71.11440277,0.421898603,22.34610939
Oaxaca,19.30224037,85.2505564,22.01811981,22.18247032,59.79100037,90.18039703,0.300659299,14.11765003
Puebla,14.44954014,78.98985124,18.89401054,19.07895088,32.33390045,71.82610321,0.333799511,7.401319981
Veracruz de Ignacio de la Llave,5.258480072,60.71285889,35.9839592,33.2701416,9.893300056,37.24539948,0.431487113,14.21226978
Oaxaca,29.78932953,91.91435472,46.93344879,55.79304886,60.78179932,88.72480011,0.36078909,46.77249146
Puebla,7.429090023,69.06324305,62.62039948,57.92522049,20.71719933,57.24060059,0.41322419,14.11789989
Veracruz de Ignacio de la Llave,9.519319534,55.39521609,44.80858994,55.74245834,13.13980007,45.38430023,0.423176795,4.592030048
Oaxaca,11.37687969,78.82541966,49.11645889,55.17964172,38.00490189,75.63110352,0.331009001,12.31645012
Puebla,12.75168037,78.10048144,32.08190918,31.65217018,33.20750046,76.06169891,0.27241531,12.34782982
Veracruz de Ignacio de la Llave,13.87709045,79.31137954,56.22623062,59.84672165,39.29669952,70.98680115,0.427775204,40.02388
Oaxaca,24.08865929,91.75142794,56.00864029,65.01680756,64.90650177,91.69460297,0.333099812,19.53531075
Puebla,3.307070017,38.46402257,39.03258896,39.97253036,5.011400223,26.36580086,0.391556501,8.653849602
Veracruz de Ignacio de la Llave,8.534279823,62.85001266,50.17798996,53.14258957,19.68569946,54.94599915,0.367163211,17.93308067
Oaxaca,12.54716969,82.53086036,4.347829819,4.112949848,66.06020355,91.95359802,0.316283286,36.03438187
Puebla,18.20549965,85.82575453,63.72346115,71.71613312,42.36090088,80.25189972,0.336497486,21.9871006
Veracruz de Ignacio de la Llave,31.9332695,89.07552908,48.88766861,48.76646042,61.97359848,89.99520111,0.362617493,31.54961014
Oaxaca,17.56373978,69.5396163,72.82608795,75.46729279,24.9496994,66.00250244,0.31790489,6.775700092
Puebla,12.03829956,82.67797265,68.23790741,67.3299408,47.21870041,82.06430054,0.332209408,32.86442184
Veracruz de Ignacio de la Llave,3.712670088,32.76836533,32.1282692,33.16622925,12.0010004,43.11589813,0.41752851,8.971810341
Oaxaca,31.45038033,94.93611436,20.08427048,20.37392044,67.86910248,93.35759735,0.314504415,40.4429512
Puebla,14.32528973,76.06270587,42.90940094,44.8504982,37.57289886,75.95929718,0.341961503,26.51766968
Veracruz de Ignacio de la Llave,18.01761055,52.94443395,31.58428955,28.92342949,12.15600014,44.62870026,0.374572486,2.501899958
Oaxaca,10.45530987,74.01907816,40.14509964,40.26927948,37.99499893,76.88159943,0.316014886,20.56303978
Puebla,4.074659824,49.10872211,54.45753098,56.2924881,20.40430069,51.52539825,0.46217829,13.73746967
Veracruz de Ignacio de la Llave,20.73238945,84.8545234,33.81214905,34.25786972,51.7071991,84.51950073,0.347255409,42.76612091
Oaxaca,16.66666985,83.06238637,64.54646301,77.72878265,38.82920074,75.83409882,0.349358201,29.04570007
Puebla,14.94301033,75.93203995,42.20912933,42.68255997,32.68909836,71.41699982,0.357039601,16.94708061
Veracruz de Ignacio de la Llave,19.67580986,70.91613958,41.05894852,41.80065918,33.77140045,72.27210236,0.397127599,17.23358917
Oaxaca,43.94829941,88.63775346,14.65517044,15.2115202,48.5196991,84.54270172,0.308113098,24.45848083
Puebla,14.82929993,81.07549546,85.27984619,72.37101746,38.74570084,78.41699982,0.357116401,18.65250015
Veracruz de Ignacio de la Llave,16.16461945,78.49524116,50.25273132,48.94205093,29.18700027,68.17819977,0.373968095,12.93525028
Oaxaca,16.12347031,69.01434417,39.2901001,46.66514969,33.56729889,69.61139679,0.4189668,27.63652992
Puebla,5.007060051,69.47938978,54.46004105,51.51557159,27.89259911,66.63809967,0.358474195,15.64466953
Veracruz de Ignacio de la Llave,22.31373978,74.45782531,32.53229904,30.93637085,32.47880173,72.42250061,0.378642291,14.66207027
Oaxaca,13.46840954,70.89767752,76.8468399,77.5,35.06719971,76.39689636,0.284312397,4.537040234
Puebla,7.60435009,78.63650595,68.06735229,69.62635803,24.25900078,60.39730072,0.36043641,12.43239021
Veracruz de Ignacio de la Llave,17.25421906,79.9447774,61.69701004,51.55541992,34.42679977,71.15309906,0.366647899,27.01469994
Oaxaca,4.877049923,57.56652903,49.82728958,51.21950912,15.53199959,44.34560013,0.474911004,8.902440071
Puebla,25.23703003,91.66069359,37.46120834,38.4432106,68.63739777,93.01010132,0.336021096,44.35303879
Veracruz de Ignacio de la Llave,10.67306042,46.15254893,64.02918243,40.77531052,14.9467001,45.69739914,0.43944189,16.87410927
Oaxaca,27.66514015,92.84170751,94.22354889,94.4254837,66.25229645,92.79239655,0.2994802,30.33749962
Puebla,33.88554001,74.11873271,60.75514984,60.58140182,33.54320145,76.27700043,0.286341101,21.3953495
Veracruz de Ignacio de la Llave,12.86651993,88.52748281,31.0394001,31.23508072,42.23109818,80.30719757,0.311678112,14.24306011
Oaxaca,8.333330154,82.61797156,81.21692657,81.40161896,39.41519928,78.82160187,0.293029606,9.164420128
Puebla,21.78536034,84.44828063,47.52692032,52.39044189,44.39929962,80.9469986,0.3593629,14.97344017
Veracruz de Ignacio de la Llave,36.22148895,93.38980566,35.15435028,35.8245697,66.04560089,92.33779907,0.3203426,39.12496948
Oaxaca,28.43223953,91.835123,71.82518768,71.95822906,63.28950119,92.07360077,0.29265371,23.70756912
Puebla,9.692310333,80.8514493,51.55472946,44.74087143,38.66389847,76.69730377,0.357048512,26.32788086
Veracruz de Ignacio de la Llave,13.20009995,67.56232811,44.93112946,48.32024002,21.3022995,58.91040039,0.364772111,15.27466011
Oaxaca,19.24290085,81.73849093,16.56726074,16.56271935,54.36859894,85.79989624,0.347235709,31.70049095
Puebla,11.50667953,65.00887668,50.51153183,51.74129868,23.89119911,59.88800049,0.376421213,23.00242043
Veracruz de Ignacio de la Llave,37.14328003,92.8167723,20.4718399,20.83081055,62.48899841,90.17189789,0.353615105,38.23585892
Oaxaca,7.106659889,60.75269443,41.20911026,49.31092834,17.39290047,49.90299988,0.382042915,12.56371975
Puebla,23.90884018,80.73488011,52.01132965,65.90976715,49.91809845,85.03340149,0.317535996,23.45384026
Veracruz de Ignacio de la Llave,12.86672974,82.19120711,36.61582184,42.9916687,32.79140091,70.20249939,0.378398001,19.69395065
Oaxaca,21.07143021,84.64002234,13.95938969,14.24870014,53.44269943,87.79170227,0.288847297,15.28497028
Puebla,5.607480049,75.95520147,73.39071655,77.97133636,23.73900032,62.59759903,0.345899701,11.29531002
Veracruz de Ignacio de la Llave,12.6263504,78.72426692,43.68746948,56.95840073,28.13139915,67.37280273,0.402748615,13.50209045
Oaxaca,34.75120163,91.10791626,6.505579948,6.534090042,62.95560074,90.92299652,0.316930413,24.38446999
Puebla,10.33917999,82.22687126,57.24414825,55.84891129,39.88729858,77.70559692,0.336151302,14.87362957
Veracruz de Ignacio de la Llave,8.859350204,57.98284755,38.60480118,34.37844849,21.21710014,56.38240051,0.425848901,17.85095024
Oaxaca,14.67193985,85.9930678,31.37545013,31.33840942,45.24869919,80.23639679,0.402327895,36.45267105
Puebla,5.65941,66.34460415,55.32146072,52.14009857,23.39290047,60.50220108,0.409002006,14.17319012
Veracruz de Ignacio de la Llave,17.9788208,73.04604091,46.19445038,59.59212112,33.55289841,70.34559631,0.410626292,16.03870964
Oaxaca,18.77578926,89.38975746,29.50271988,30.15941048,60.19440079,89.67720032,0.314944804,21.97328949
Puebla,8.073080063,70.35755757,63.45027924,57.23263931,31.46629906,68.13909912,0.425060987,21.52684975
Veracruz de Ignacio de la Llave,13.89188004,82.16230705,47.76026154,44.28628159,38.07120132,76.47299957,0.361078799,14.31989956
Oaxaca,17.84452057,85.80094483,25.85106087,26.86734009,63.35089874,91.92759705,0.311915398,29.98884964
Puebla,15.10809994,69.03729062,40.05535126,43.35651016,25.22120094,61.38669968,0.4151223,11.68404961
Veracruz de Ignacio de la Llave,14.01595974,77.04822456,26.01555061,37.24023819,48.24610138,80.95320129,0.427008003,23.39495087
Oaxaca,15.57312012,74.45441697,72.31168365,73.03102875,34.61989975,73.74939728,0.368713588,6.980909824
Puebla,7.344279766,57.19675702,46.54935837,49.93986893,29.26530075,66.06800079,0.4182702,14.88924026
Veracruz de Ignacio de la Llave,24.22665977,88.44829686,33.25572968,33.33935928,56.74319839,86.90609741,0.357181698,30.28219986
Oaxaca,3.552139997,35.30425624,31.87590027,37.27486038,4.698200226,20.21299934,0.471660495,8.770560265
Puebla,18.96810913,72.6490196,51.20938873,62.32133102,33.69480133,70.88790131,0.386691511,19.66838074
Veracruz de Ignacio de la Llave,15.25689983,78.39922231,43.0906105,37.23043823,32.82910156,70.59539795,0.368390113,15.42045975
Oaxaca,23.125,91.11123239,74.89914703,75.55046082,67.47129822,93.37999725,0.305699408,28.21100998
Puebla,16.45697975,75.56272669,64.57472229,67.68135071,43.89450073,81.46990204,0.328267515,14.08679008
Veracruz de Ignacio de la Llave,11.82954979,77.03542953,44.32460022,42.74235153,26.64229965,64.9539032,0.424478889,15.73789024
Oaxaca,16.42436981,91.07628439,50.10092926,50.43006897,66.3085022,92.0684967,0.323242486,35.71429062
Puebla,38.36412811,88.19418964,76.11829376,76.48438263,44.88890076,83.33339691,0.337967485,18.55912018
Veracruz de Ignacio de la Llave,56.32888031,94.70287414,93.49205017,93.86752319,75.06629944,95.24299622,0.3208507,55.92747116
Oaxaca,16.37254906,85.2008401,54.52035904,56.44546127,29.36840057,67.5746994,0.324238509,19.1602993
Puebla,14.29852009,77.52543534,38.35308838,38.73691177,34.67309952,73.23280334,0.324538291,17.69672012
Veracruz de Ignacio de la Llave,11.13799953,77.08472719,45.07506943,45.25593185,38.20339966,76.16000366,0.393788189,14.82271957
Oaxaca,11.77143002,82.69901019,30.28527069,30.11182022,45.37889862,82.36000061,0.307986587,11.28450966
Puebla,11.0960598,74.03586473,49.11061859,53.60995865,30.19020081,67.95580292,0.343575895,13.6507597
Veracruz de Ignacio de la Llave,17.52004051,74.89116583,32.32635117,38.13938141,30.53019905,65.56559753,0.462645888,10.0868597
Oaxaca,16.78899002,89.23323364,20.3463192,22.25555038,51.22639847,85.00789642,0.315187395,47.15056992
Puebla,37.17948914,89.58148876,29.28841019,29.44137955,53.39379883,85.68250275,0.330716997,25.58865929
Veracruz de Ignacio de la Llave,19.27960968,79.11511637,34.52856827,35.39567947,40.69029999,80.02890015,0.304950893,9.553959846
Oaxaca,32.33010101,80.66694437,35.4919014,37.26667023,47.64609909,79.56639862,0.374307305,21.12299919
Puebla,11.10182953,85.48577827,59.68664169,54.37514877,47.63759995,84.36170197,0.361687094,26.14730072
Veracruz de Ignacio de la Llave,18.28212929,85.83179555,41.6124115,41.69406128,53.30369949,86.69029999,0.32077089,17.65616035
Oaxaca,29.62780952,90.8311179,37.26282883,37.59873962,52.93650055,86.97640228,0.382662088,30.99526024
Puebla,7.369009972,73.17132022,62.32263947,66.70619202,36.81600189,73.87930298,0.389543504,20.78804016
Veracruz de Ignacio de la Llave,10.88389015,63.33943636,30.56900024,31.98814964,18.24430084,52.49810028,0.412349105,9.535559654
Oaxaca,21.40641022,81.77009287,28.12706947,29.42416,42.36249924,80.25099945,0.318554193,31.74156952
Puebla,24.33628082,87.44646983,37.77388,37.85461044,62.92279816,91.75240326,0.30278191,24.02482033
Veracruz de Ignacio de la Llave,15.06530952,89.00020759,34.96181107,16.99291039,57.54359818,88.15070343,0.321193486,24.39053917
Oaxaca,17.07349014,64.31690508,56.84725952,45.97412109,28.28499985,65.52030182,0.384544492,8.859700203
Puebla,18.21487045,76.81501621,51.41508865,44.22351837,29.10770035,67.71040344,0.340972692,12.58596992
Veracruz de Ignacio de la Llave,24.58991051,81.29037925,39.10483932,37.77138901,36.33620071,75.86689758,0.31279099,7.694759846
Oaxaca,14.30646038,88.25519681,55.1576004,55.97087097,50.75500107,84.66889954,0.360947102,11.1164999
Puebla,36.17937851,87.55882206,45.38085938,37.75672913,61.51710129,91.27690125,0.301880211,26.57621956
Veracruz de Ignacio de la Llave,13.03862,83.72176726,32.51845932,31.33779907,39.94860077,76.59889984,0.349660397,23.83338928
Oaxaca,21.67721939,81.90182691,60.28659058,62.58277893,45.81869888,80.15850067,0.355615586,24.80620003
Puebla,19.01638985,85.78786171,30.30394936,25.98843956,48.13069916,82.16590118,0.335146904,29.81715965
Veracruz de Ignacio de la Llave,30.00112915,88.80352765,20.99263,21.21726036,60.77479935,87.8470993,0.396465987,36.59571075
Oaxaca,27.30480957,89.98710887,26.6286602,27.23111916,63.11119843,90.58879852,0.325124711,38.96699905
Puebla,13.17768955,72.65342189,41.29309082,34.53485107,37.37020111,73.17960358,0.413758308,22.80426025
Veracruz de Ignacio de la Llave,17.01063919,78.76050035,34.23059082,36.86270905,26.67779922,65.93250275,0.376004994,8.664970398
Oaxaca,41.6342392,92.92449476,92.59548187,93.24681854,70.4654007,94.20800018,0.303380311,33.85472107
Puebla,14.5530901,83.67095755,40.0732193,43.98498917,42.45930099,79.75489807,0.326349795,16.90422058
Veracruz de Ignacio de la Llave,39.59741974,85.73516184,74.05664825,74.74922943,68.34690094,93.16280365,0.314884812,22.75535965
Oaxaca,42.17372131,92.86075924,38.91114044,39.34217834,66.7071991,91.74150085,0.346491188,44.89241028
Puebla,5.06911993,72.79596736,44.10103989,44.1775589,20.6114006,60.97019958,0.32989639,13.40832996
Veracruz de Ignacio de la Llave,30.22156906,85.68671816,67.95162964,68.38092041,53.4715004,84.92690277,0.349765509,22.81970978
Oaxaca,9.169050217,64.55298539,89.06977081,89.27738953,26.30590057,67.62819672,0.289090186,11.65501022
Puebla,17.5049305,78.19595949,67.03369141,44.65927124,40.20479965,76.78620148,0.354135513,12.85009003
Veracruz de Ignacio de la Llave,15.32133007,84.51207442,42.21495819,43.38782883,39.05469894,75.77069855,0.393787503,28.08860016
Oaxaca,11.40036011,83.08613483,26.49967003,26.12491989,36.99039841,79.18389893,0.278687298,7.79046011
Puebla,6.357210159,58.00071809,33.01107025,29.49366951,15.49440002,45.05830002,0.456074893,10.63965034
Veracruz de Ignacio de la Llave,17.23303986,74.0850079,48.45009995,42.09695816,39.59479904,75.39170074,0.352285087,16.56020927
Oaxaca,4.08163023,44.79142651,34.58367157,35.42874146,5.591700077,27.07110023,0.403131396,5.301270008
Puebla,6.803830147,52.21657893,47.57822037,44.16849136,21.24379921,56.95000076,0.422829688,13.74244022
Veracruz de Ignacio de la Llave,11.38249969,53.84806617,41.75497055,41.0646286,20.13339996,59.15100098,0.37567991,12.75664043
Oaxaca,20.92198944,95.25401473,86.48491669,86.49591827,56.54809952,90.61769867,0.284252614,17.52037048
Puebla,10.21700001,77.36389292,65.83052826,68.53048706,42.75159836,78.60179901,0.338671386,31.62870026
Veracruz de Ignacio de la Llave,10.51970005,74.49026304,54.3453598,66.04102325,24.26119995,58.82960129,0.424587995,22.81347084
Oaxaca,12.18220043,78.37399752,43.16239166,42.1928215,42.21409988,77.55799866,0.358071208,14.62674999
Puebla,11.33730984,60.90050977,33.54362869,33.52074051,21.36219978,58.61619949,0.382791907,11.21811008
Veracruz de Ignacio de la Llave,16.23317909,67.19398962,36.44213867,33.58071136,16.07500076,47.77740097,0.399371803,12.25399017
Oaxaca,12.98011017,76.47461264,21.85149956,15.8712101,35.09669876,70.97779846,0.422771513,19.43264961
Puebla,17.95615959,79.77767754,55.08826065,55.32458115,42.44749832,78.1631012,0.381343812,23.22160912
Veracruz de Ignacio de la Llave,17.17988014,82.9034244,28.86688042,28.95471954,49.4231987,82.145401,0.357453614,21.88372993
Oaxaca,2.706969976,37.03339514,40.54397964,40.1432991,12.08839989,38.76259995,0.499127209,8.222960472
Puebla,20.96175957,90.67900927,60.75957108,72.28471375,58.03450012,88.89040375,0.314608008,29.49184036
Veracruz de Ignacio de la Llave,14.45794964,56.5976051,22.2899704,22.15662003,10.55029964,38.26079941,0.437006801,4.879950047
Oaxaca,13.97638035,86.67586682,27.15457916,27.34211922,51.91609955,85.59790039,0.323564202,19.84733009
Puebla,15.04232025,80.69623419,47.85424042,55.96670151,44.69110107,81.80280304,0.352821201,18.16853905
Veracruz de Ignacio de la Llave,10.13391018,78.4703727,40.6053009,40.68664932,31.98889923,72.60510254,0.340590298,8.277810097
Oaxaca,20.39311981,77.52483075,31.01074982,30.92019081,39.67169952,76.34030151,0.361406893,22.92576027
Puebla,8.555669785,78.60715716,53.81455994,50.95565033,34.10850143,73.19200134,0.371776998,21.05779076
Veracruz de Ignacio de la Llave,28.95019913,87.1145239,51.56970978,75.38139343,57.27640152,87.49949646,0.341347694,14.22017956
Oaxaca,13.62228966,88.31428542,71.70263672,71.70263672,33.86220169,73.30580139,0.307201087,14.38848972
Puebla,5.909649849,69.63750093,46.92934036,46.10720825,24.79360008,62.64080048,0.334282011,20.50503922
Veracruz de Ignacio de la Llave,14.61176014,60.68798965,34.68964005,54.74251938,15.43029976,49.28530121,0.410315007,8.090339661
Oaxaca,31.97377968,93.85450914,90.13961792,90.23491669,65.89369965,92.4885025,0.311667889,17.77778053
Puebla,6.054870129,86.27156579,43.63748932,44.1386795,32.69889832,70.31719971,0.352362812,28.49403954
Veracruz de Ignacio de la Llave,11.7609396,64.42677426,53.1420517,57.41624069,24.69309998,59.19860077,0.412012309,22.66107941
Oaxaca,23.64039993,83.29832067,43.60746002,43.68458176,62.36470032,91.7315979,0.292896003,11.30494976
Puebla,29.88459015,87.58548542,77.030159,69.71141052,54.93600082,87.63169861,0.328412592,26.21725082
Veracruz de Ignacio de la Llave,12.56904984,77.50136804,51.97127914,48.26818848,38.84159851,76.21880341,0.387922704,22.36887932
Oaxaca,8.940119743,56.19760248,34.90042877,41.76264191,27.50099945,64.59200287,0.415998995,15.90489006
Puebla,25.77471924,89.58575528,43.31875992,44.55619049,56.41210175,88.45040131,0.304808795,28.99123001
Veracruz de Ignacio de la Llave,35.69927979,91.07544631,10.20835972,10.25753975,64.49909973,92.00810242,0.308783203,19.76074028
Oaxaca,12.43299007,70.6873962,27.29262924,23.76903915,37.06750107,67.79199982,0.46433869,30.64115906
Puebla,10.96615028,80.88831735,59.69776917,56.63999939,33.62659836,73.79070282,0.317480206,10.18286037
Veracruz de Ignacio de la Llave,16.47462082,76.25769965,34.14633942,34.4128685,29.3314991,64.28309631,0.391722411,28.17667961
Oaxaca,21.58272934,78.4605981,30.74379921,30.94017029,42.46709824,78.69719696,0.341653496,8.034190178
Puebla,13.48031044,68.93885217,43.98096848,50.88479996,33.34640121,69.16680145,0.421134889,11.84953022
Veracruz de Ignacio de la Llave,11.17138958,62.83286489,58.42081833,70.14875793,14.20470047,47.25230026,0.371518403,7.621089935
Oaxaca,27.64673996,91.86109206,65.7199173,65.94809723,58.41930008,87.97789764,0.343001097,38.2435112
Puebla,18.78903008,86.19975762,39.37210846,38.29750061,50.73960114,85.42410278,0.320876509,27.97178078
Veracruz de Ignacio de la Llave,16.26807976,87.65918799,43.04774857,43.216259,56.56489944,88.31420135,0.314809114,24.08629036
Oaxaca,25.79071045,88.40835221,43.65914917,50.99316025,56.86349869,86.6867981,0.343507588,33.43156815
Puebla,12.13080025,78.50370155,70.31947327,60.16867065,51.69860077,86.30449677,0.334095806,15.10766983
Veracruz de Ignacio de la Llave,17.10491943,82.937873,49.22880173,42.28517151,36.62369919,76.2118988,0.3149378,14.35678005
Oaxaca,21.35794067,94.49572598,37.58443069,37.76337051,72.39450073,94.85810089,0.312207013,23.03325081
Puebla,8.592499733,78.42275546,63.51454163,61.87258911,30.08480072,66.98419952,0.375890911,18.71162033
Veracruz de Ignacio de la Llave,5.496640205,47.47917999,35.08879852,34.12815094,15.53670025,49.75260162,0.432945907,12.63430977
Oaxaca,20.65645027,78.45729894,56.06549072,48.15356064,43.97890091,79.7154007,0.374585092,15.85021019
Puebla,7.943930149,70.62846528,87.5324707,88.12950134,35.26499939,76.27140045,0.307963312,22.30216026
Veracruz de Ignacio de la Llave,19.56144905,52.57772934,15.29627991,15.30990028,9.326899529,38.90850067,0.35693121,1.988899946
Oaxaca,3.831419945,61.80201943,10.625,10.42345047,21.61669922,61.23669815,0.300156206,9.771989822
Puebla,21.8696003,81.20436847,44.33747864,49.39611816,32.50009918,68.67639923,0.395999491,16.47644997
Veracruz de Ignacio de la Llave,6.480480194,37.42507086,30.75676918,31.35886002,3.897500038,21.86039925,0.422359586,6.510920048
Oaxaca,3.859960079,34.89381307,60.12482834,60.09817886,7.715300083,33.33499908,0.398503512,3.225810051
Puebla,15.50080967,76.88295912,19.63898087,25.89183044,40.10200119,77.54350281,0.364174187,20.56002998
Veracruz de Ignacio de la Llave,11.57122993,64.77446931,52.71992111,38.24081039,17.4185009,49.85549927,0.446893394,14.98478985
Oaxaca,10.52912998,77.33481295,78.67243195,78.51174164,24.45400047,61.48920059,0.379556298,8.038200378
Puebla,12.76395988,90.68465446,50.1922493,46.30598068,42.72729874,80.95359802,0.309613287,20.37037086
Veracruz de Ignacio de la Llave,3.202529907,30.87147984,29.24880028,30.06528091,9.257100105,37.34249878,0.433496386,10.67183971
Oaxaca,21.06361008,84.72208024,46.06011963,48.4455986,30.65509987,75.50340271,0.282278389,1.813470006
Puebla,14.76251984,75.30498485,57.48654938,52.96532822,29.20709991,65.03739929,0.413324296,21.44161034
Veracruz de Ignacio de la Llave,14.57044029,87.08716097,38.26374817,35.71237946,39.03900146,77.01820374,0.362837106,28.01390076
Oaxaca,38.36957169,89.08551426,87.81846619,88.28829193,43.36249924,82.58959961,0.289441407,16.13431931
Puebla,35.11198044,89.89033995,60.82503891,59.16780853,62.83660126,91.74639893,0.296438009,22.88339996
Veracruz de Ignacio de la Llave,29.98143005,91.73662462,6.236680031,6.329919815,67.76779938,93.29910278,0.312465906,32.82051086
Oaxaca,4.983389854,67.42121683,15.34652996,15.88541985,32.98389816,75.57910156,0.280680299,3.645829916
Puebla,19.89924049,65.18494993,45.42147064,45.14686966,30.60199928,66.25540161,0.385541111,15.1979599
Veracruz de Ignacio de la Llave,9.422160149,56.02813857,38.71263123,41.77859116,10.82250023,42.00680161,0.410650611,6.739250183
Oaxaca,15.28800011,85.27859835,89.16967773,90.62181854,26.10149956,65.77149963,0.338701487,10.46551037
Puebla,12.45662022,75.43617701,63.67639923,56.05020905,41.19419861,77.23989868,0.403442889,31.66675949
Veracruz de Ignacio de la Llave,19.7530899,75.29831411,65.80963135,39.7611084,40.74160004,76.96080017,0.370001197,13.25942993
Oaxaca,35.32228088,75.28149285,41.24795914,39.06071854,44.52429962,80.73280334,0.353811711,33.45877838
Puebla,17.95775032,80.22189976,55.60031891,56.13887024,38.39229965,79.22409821,0.283196807,22.4108696
Veracruz de Ignacio de la Llave,27.80606079,87.9628942,51.62145996,49.25093842,56.49810028,88.55020142,0.333201289,16.60420036
Oaxaca,28.72340012,84.49801646,45.02104187,45.42856979,55.89189911,89.06259918,0.300131291,30.71429062
Puebla,20.58650017,83.72728805,58.41202927,60.10678101,48.6529007,82.5943985,0.3419258,31.55365944
Veracruz de Ignacio de la Llave,14.95629978,83.6616844,39.74813843,40.99174118,33.82410049,71.13680267,0.352198213,34.40771103
Oaxaca,34.72492981,89.50602244,44.34251022,44.64379883,57.57410049,88.49880219,0.315873802,16.2661705
Puebla,12.15964031,80.21553734,47.12350082,52.48749161,46.78450012,80.95929718,0.400442809,19.82885933
Veracruz de Ignacio de la Llave,10.87444019,77.28223158,45.40755081,46.10971069,35.69039917,77.4285965,0.281427413,7.344500065
Oaxaca,16.47971916,90.37863281,13.64628983,13.52272987,59.29859924,90.66790009,0.292604506,25.02850914
Puebla,15.38090992,79.22733473,43.04988861,44.35538101,41.77640152,80.86060333,0.299648315,14.82966042
Veracruz de Ignacio de la Llave,26.90821075,85.87095414,55.00559998,73.50682831,49.41550064,81.34020233,0.423196703,24.27404022
Oaxaca,23.26262093,88.38287699,60.86956024,61.91260147,58.27659988,88.54429626,0.3439973,27.34337997
Puebla,25.16605949,82.90038307,29.71670914,29.46429062,50.90330124,84.05660248,0.348976314,26.70597076
Veracruz de Ignacio de la Llave,31.91638947,93.96956118,17.15707016,17.49906921,63.89030075,91.64559937,0.322758585,29.10041046
Oaxaca,26.27551079,92.35321117,90.50228882,90.91757965,69.31340027,94.02590179,0.297807008,26.56299019
Puebla,18.87570953,85.43043568,40.43643188,41.37319183,38.87939835,76.63089752,0.345557004,26.4985199
Veracruz de Ignacio de la Llave,27.89950943,89.86645647,47.14902115,37.11732101,56.93370056,86.8117981,0.352368593,37.10987091
Oaxaca,8.190480232,86.88036808,35.52447891,35.21126938,41.01779938,80.48670197,0.291514099,16.05633926
Puebla,10.41547012,69.69960773,74.31461334,79.3338089,32.98709869,69.70220184,0.389986813,19.2062397
Veracruz de Ignacio de la Llave,6.918529987,54.43520962,29.86090088,32.84548187,24.03289986,62.96089935,0.383833408,17.08758926
Oaxaca,27.1842804,92.20500525,62.94401932,63.1342392,61.479599,90.2358017,0.324521214,20.56314087
Puebla,11.48316002,85.40851595,68.22335815,73.70630646,33.96080017,72.32129669,0.354814798,17.8656292
Veracruz de Ignacio de la Llave,10.06145,56.48526826,30.15475082,33.29801178,17.55540085,48.94329834,0.430510014,10.19365978
Oaxaca,15.73849964,85.06084927,52.69409943,53.51374817,40.08660126,76.41059875,0.379456609,18.94368935
Puebla,18.72005081,76.70392063,42.54261017,43.01676178,41.21680069,79.78150177,0.332279503,13.38525009
Veracruz de Ignacio de la Llave,3.660180092,34.82535633,16.37262917,14.71833992,13.13850021,48.3932991,0.374409586,14.23157024
Oaxaca,26.1032505,85.02813448,43.21052933,28.90172958,56.41650009,88.88510132,0.305892497,21.7791996
Puebla,14.80426979,77.18165134,66.2276001,63.60334015,40.61380005,75.2947998,0.418848693,20.3724308
Veracruz de Ignacio de la Llave,13.20882988,60.39606125,40.56990814,46.74737167,21.15620041,59.60900116,0.381876707,12.21395016
Oaxaca,34.50180817,83.15047318,62.35712051,69.82183075,41.72079849,80.47850037,0.334662586,16.4532299
Puebla,12.34805012,69.00959594,40.60108185,50.31389999,32.02090073,68.71060181,0.424965501,12.58635044
Veracruz de Ignacio de la Llave,11.26566029,50.24737648,18.23023987,21.41315079,20.84740067,63.1242981,0.34196341,6.732930183
Oaxaca,36.90248108,79.48647605,46.97608948,47.27793884,42.46039963,80.68769836,0.340746313,20.0573101
Puebla,13.80550003,72.70544008,51.82482147,51.91175079,33.59489822,68.90769958,0.369055986,16.23954964
